,Saison,Semaine Entrainement,Date,Time on playing field (s),Total distance (m),Distance in speed zone ? 25 km/h (m),Jumps,Impacts,Accelerations,Decelerations,Sprints,Change of direction,Jump Load per mass (J/kg),Accum Acceleration Load,High Metabolic Load Distance (m),Maximum speed (km/h),Maximum acceleration (m/s²),Maximum deceleration (m/s²),Blessures
5451,2019/2020,6,04/09/2019,4587.0,3032.0,0.0,18.0,0.0,10.0,9.0,0.0,4.0,36.88,429.4,23.0,16.95,3.3,-3.74,0.0
5452,2019/2020,6,05/09/2019,5428.0,4161.0,60.0,7.0,9.0,28.0,19.0,8.0,4.0,20.77,494.17,256.0,29.18,4.48,-3.8,0.0
5453,2019/2020,6,05/09/2019,5075.0,4991.0,69.0,24.0,6.0,31.0,26.0,10.0,7.0,56.65,523.21,390.0,29.07,4.12,-4.32,0.0
5454,2019/2020,6,05/09/2019,5091.0,4754.0,48.0,26.0,11.0,51.0,33.0,6.0,1.0,85.96,443.99,475.0,27.77,4.39,-3.34,0.0
5455,2019/2020,6,05/09/2019,5224.0,5884.0,50.0,40.0,8.0,49.0,33.0,7.0,14.0,125.33,538.58,444.0,27.68,4.21,-3.83,0.0
5456,2019/2020,6,05/09/2019,5302.0,4695.0,47.0,18.0,11.0,28.0,13.0,8.0,10.0,46.71,460.92,280.0,27.63,3.98,-3.64,0.0
5457,2019/2020,6,05/09/2019,4635.0,4680.0,34.0,21.0,10.0,43.0,26.0,8.0,10.0,85.89,483.04,335.0,27.58,4.31,-4.46,0.0
5458,2019/2020,6,05/09/2019,5272.0,4502.0,29.0,8.0,16.0,51.0,25.0,11.0,3.0,22.41,1345.59,424.0,27.25,4.72,-3.64,0.0
5459,2019/2020,6,05/09/2019,4976.0,4576.0,60.0,23.0,14.0,29.0,17.0,6.0,4.0,66.17,533.0,257.0,27.15,3.98,-3.19,0.0
5460,2019/2020,6,05/09/2019,5184.0,3892.0,21.0,3.0,3.0,23.0,11.0,6.0,1.0,7.18,340.93,218.0,26.94,4.38,-3.09,0.0
5461,2019/2020,6,05/09/2019,5316.0,5751.0,32.0,51.0,8.0,65.0,29.0,9.0,11.0,148.13,611.76,526.0,26.39,3.97,-3.11,0.0
5462,2019/2020,6,05/09/2019,4875.0,5056.0,29.0,19.0,6.0,46.0,25.0,9.0,7.0,55.82,533.3,421.0,25.96,4.24,-4.15,0.0
5463,2019/2020,6,05/09/2019,5366.0,4624.0,34.0,17.0,10.0,41.0,23.0,10.0,4.0,55.94,535.94,396.0,25.78,3.85,-4.03,0.0
5464,2019/2020,6,05/09/2019,5072.0,4690.0,4.0,22.0,16.0,30.0,24.0,5.0,5.0,61.68,461.76,254.0,25.14,3.68,-3.68,0.0
5465,2019/2020,5,05/09/2019,1800.0,2050.49682,57.52297011,6.036669023,0.0,27.01534112,16.73803684,0.0,3.841516651,23.21598949,227.5130196,454.8455494,19.93963943,2.869979266,-2.464886779,0.0
5466,2019/2020,5,05/09/2019,1800.0,2244.456522,0.0,9.130434783,0.0,23.80434783,13.69565217,0.0,1.630434783,21.55434783,238.6826087,160.1086957,21.415,3.275,-3.055,0.0
5467,2019/2020,5,05/09/2019,1772.279081,2188.858636,80.05591346,4.375835663,0.065637535,32.4905798,18.26911389,7.613954054,4.15704388,17.19724128,230.1768065,514.6857907,21.46150533,3.058182574,-2.941581031,0.0
5468,2019/2020,5,05/09/2019,1800.0,2149.670014,1.549497848,13.94548063,0.0,25.82496413,17.04447633,7.230989957,4.648493544,45.77216643,217.2912482,270.6456241,24.965,3.605,-3.58,0.0
5469,2019/2020,5,05/09/2019,1800.0,2635.74638,50.77383924,6.290564154,0.0,37.74338492,18.87169246,12.58112831,5.391912132,20.43534698,250.1397903,516.2755866,26.95,3.75,-3.225,0.0
5470,2019/2020,5,05/09/2019,1796.596603,2012.485425,1.550436454,8.886647969,0.075631047,30.34695743,17.16824757,0.605048372,2.098761542,24.65157512,232.3635624,252.9669429,23.03846012,3.46450684,-3.099756896,0.0
5471,2019/2020,5,05/09/2019,1776.233961,2233.822679,1.086579586,5.987747081,0.023118715,25.54617963,19.39660155,2.242515316,3.144145186,16.13381546,275.406452,247.4858398,23.06712833,3.202435981,-3.041501341,0.0
5472,2019/2020,5,05/09/2019,1788.931992,1990.587321,0.088810494,6.116822805,0.033303935,21.45883572,11.36774329,0.12211443,1.565284965,17.3213273,242.6114651,146.7149368,22.06703913,3.16204259,-3.14087628,0.0
5473,2019/2020,5,05/09/2019,1800.0,2605.479452,91.04320337,6.954689146,0.0,42.99262381,29.08324552,18.33508957,2.528977871,25.21390938,239.9747102,727.7133825,28.045,3.88,-3.5,0.0
5474,2019/2020,5,05/09/2019,1793.813411,2170.570739,4.31276645,9.57731584,0.0,24.00277603,15.496216,0.594864338,4.937374004,30.75456767,243.0016895,199.8446743,21.65788419,3.181119077,-3.11351785,0.0
5475,2019/2020,5,05/09/2019,1787.437541,2087.103678,4.314543562,10.437627,0.024330133,20.97257453,12.77331976,0.543372967,5.263418744,35.30499675,229.637607,159.5326812,25.16483016,3.482135251,-3.440927767,0.0
5476,2019/2020,5,05/09/2019,1788.141595,2146.117196,3.95986024,10.27022576,0.0,22.8062539,15.45827794,0.762326036,5.802148159,32.41632812,238.7275068,183.5935202,23.82822321,3.407206157,-3.338642636,0.0
5477,2019/2020,5,05/09/2019,1800.0,2683.819629,9.018567639,8.48806366,0.530503979,36.07427056,25.99469496,9.018567639,12.20159151,27.73957156,292.9626971,404.2440318,25.112,3.42,-3.249,0.0
5478,2019/2020,5,05/09/2019,1795.705256,1504.516597,0.502309227,3.691972819,0.0,9.744799007,6.303980801,0.050230923,1.079964838,10.12064768,173.4632033,71.45348756,17.69266946,2.833516727,-2.543996475,0.0
5479,2019/2020,5,05/09/2019,1795.705256,1504.516597,0.502309227,3.691972819,0.0,9.744799007,6.303980801,0.050230923,1.079964838,10.12064768,173.4632033,71.45348756,0.0,0.0,0.0,0.0
5480,2019/2020,5,05/09/2019,1800.0,2268.922813,37.30875545,4.718415768,0.015123127,25.7698092,17.37647345,2.02649908,3.281718659,16.50641075,230.8263661,457.504852,27.17363596,4.044992203,-3.729349415,0.0
5481,2019/2020,6,05/09/2019,2967.0,2572.0,0.0,5.0,3.0,11.0,10.0,0.0,8.0,14.75,229.59,57.0,22.63,3.09,-3.45,0.0
5482,2019/2020,6,05/09/2019,995.0,1200.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,165.59,4.0,18.14,2.47,-1.7,0.0
5483,2019/2020,6,06/09/2019,4847.0,4604.0,8.0,22.0,6.0,51.0,38.0,4.0,9.0,61.82,428.32,344.0,27.8,3.39,-3.6,0.0
5484,2019/2020,7,06/09/2019,3764.0,3932.0,18.0,7.0,1.0,35.0,27.0,2.0,0.0,24.8,430.52,298.0,26.38,3.38,-3.25,0.0
5485,2019/2020,6,06/09/2019,5080.0,5184.0,4.0,19.0,4.0,49.0,28.0,5.0,4.0,54.96,555.43,405.0,25.57,3.25,-3.18,0.0
5486,2019/2020,6,06/09/2019,4809.0,4148.0,8.0,6.0,3.0,42.0,26.0,3.0,6.0,18.64,509.03,334.0,25.44,3.91,-3.25,0.0
5487,2019/2020,6,06/09/2019,5119.0,5186.0,4.0,17.0,6.0,36.0,43.0,1.0,12.0,45.69,539.68,247.0,25.41,3.88,-3.82,0.0
5488,2019/2020,6,06/09/2019,4828.0,4456.0,4.0,8.0,1.0,39.0,27.0,3.0,1.0,30.0,457.64,310.0,25.14,3.69,-3.52,0.0
5489,2019/2020,7,06/09/2019,3862.0,3066.0,0.0,12.0,3.0,20.0,13.0,1.0,2.0,47.33,340.91,132.0,24.94,3.65,-3.47,0.0
5490,2019/2020,6,06/09/2019,4907.0,4478.0,0.0,27.0,10.0,39.0,33.0,1.0,7.0,71.28,447.28,214.0,24.84,3.24,-3.38,0.0
5491,2019/2020,7,06/09/2019,4334.0,4319.0,0.0,8.0,0.0,37.0,29.0,1.0,4.0,25.48,472.64,290.0,24.08,3.64,-3.2,0.0
5492,2019/2020,6,06/09/2019,5020.0,4340.0,0.0,27.0,6.0,35.0,23.0,2.0,2.0,73.82,482.98,221.0,23.99,3.4,-3.3,0.0
5493,2019/2020,7,06/09/2019,3592.0,3617.0,0.0,13.0,1.0,17.0,7.0,1.0,4.0,33.67,343.13,94.0,23.95,3.13,-2.57,0.0
5494,2019/2020,6,06/09/2019,5004.0,5120.0,0.0,21.0,3.0,27.0,25.0,1.0,7.0,57.42,507.68,192.0,23.91,3.08,-3.48,0.0
5495,2019/2020,6,06/09/2019,5034.0,4043.0,0.0,26.0,1.0,21.0,17.0,1.0,1.0,68.16,465.9,91.0,23.66,2.96,-3.22,0.0
5496,2019/2020,7,06/09/2019,3336.0,2714.0,0.0,2.0,0.0,17.0,8.0,1.0,4.0,3.05,252.78,70.0,22.96,3.99,-4.87,0.0
5497,2019/2020,6,06/09/2019,5080.0,4922.0,0.0,23.0,12.0,27.0,30.0,1.0,5.0,66.07,534.51,194.0,22.81,3.08,-3.61,0.0
5498,2019/2020,6,06/09/2019,4857.0,5117.0,0.0,33.0,3.0,38.0,19.0,2.0,9.0,123.91,508.7,197.0,22.62,3.8,-3.13,0.0
5499,2019/2020,7,06/09/2019,3997.0,3870.0,0.0,11.0,1.0,27.0,11.0,0.0,5.0,34.88,385.88,160.0,22.45,3.56,-3.03,0.0
5500,2019/2020,6,06/09/2019,5035.0,4731.0,0.0,20.0,8.0,24.0,15.0,0.0,4.0,58.54,517.11,135.0,22.38,2.98,-3.29,0.0
5501,2019/2020,6,06/09/2019,5100.0,5337.0,0.0,34.0,4.0,31.0,20.0,0.0,6.0,105.17,522.92,166.0,21.77,3.55,-3.28,0.0
5502,2019/2020,7,06/09/2019,3174.0,4064.0,0.0,25.0,2.0,8.0,11.0,0.0,1.0,51.7,402.25,46.0,21.36,2.55,-2.9,0.0
5503,2019/2020,6,06/09/2019,4857.0,3443.0,0.0,7.0,1.0,19.0,18.0,0.0,3.0,14.78,311.54,77.0,20.71,3.31,-3.03,0.0
5504,2019/2020,7,06/09/2019,2934.0,3045.0,0.0,5.0,1.0,16.0,14.0,0.0,0.0,13.41,316.36,49.0,20.58,3.08,-3.55,0.0
5505,2019/2020,7,06/09/2019,4196.0,3711.0,0.0,19.0,1.0,16.0,8.0,0.0,2.0,49.93,391.43,57.0,20.47,3.02,-3.73,0.0
5506,2019/2020,7,06/09/2019,4381.0,4151.0,0.0,16.0,0.0,10.0,7.0,0.0,1.0,37.12,447.57,54.0,20.29,3.28,-3.17,0.0
5507,2019/2020,7,06/09/2019,3735.0,3746.0,0.0,12.0,3.0,12.0,5.0,0.0,2.0,25.41,395.78,40.0,20.15,3.63,-4.52,1.0
5508,2019/2020,7,06/09/2019,3624.0,3576.0,0.0,4.0,1.0,20.0,12.0,0.0,4.0,10.16,366.0,87.0,19.4,2.95,-3.6,0.0
5509,2019/2020,7,06/09/2019,3455.0,3563.0,0.0,17.0,1.0,16.0,14.0,0.0,1.0,53.05,372.49,71.0,19.33,3.1,-2.84,0.0
5510,2019/2020,7,06/09/2019,3778.0,2933.0,0.0,4.0,3.0,12.0,5.0,0.0,0.0,9.09,261.17,51.0,17.95,3.2,-2.51,0.0
5511,2019/2020,7,06/09/2019,2681.0,2179.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,38.81,224.5,2.0,17.5,2.27,-2.13,0.0
5512,2019/2020,6,07/09/2019,3168.0,4409.0,142.0,10.0,0.0,60.0,31.0,19.0,10.0,34.6,422.06,831.0,30.79,4.7,-4.66,0.0
5513,2019/2020,6,07/09/2019,2084.0,2509.0,45.0,10.0,0.0,34.0,17.0,7.0,4.0,34.74,281.46,378.0,30.13,4.17,-3.05,0.0
5514,2019/2020,7,07/09/2019,5306.0,5146.0,57.0,18.0,7.0,66.0,42.0,9.0,11.0,61.84,571.8,545.0,28.87,3.81,-3.86,0.0
5515,2019/2020,6,07/09/2019,2305.0,3182.0,68.0,6.0,0.0,62.0,39.0,17.0,9.0,22.37,275.18,880.0,27.97,3.98,-4.02,0.0
5516,2019/2020,7,07/09/2019,5611.0,4534.0,41.0,20.0,5.0,45.0,25.0,8.0,5.0,57.47,521.03,422.0,26.82,3.85,-2.95,0.0
5517,2019/2020,6,07/09/2019,2715.0,3285.0,9.0,31.0,1.0,36.0,20.0,5.0,11.0,114.55,376.06,292.0,26.76,3.33,-3.42,0.0
5518,2019/2020,6,07/09/2019,1485.0,1884.0,8.0,3.0,0.0,20.0,16.0,4.0,7.0,10.06,231.17,200.0,26.59,3.86,-4.05,0.0
5519,2019/2020,7,07/09/2019,5853.0,5463.0,7.0,16.0,4.0,36.0,25.0,3.0,16.0,48.91,613.12,235.0,26.27,3.4,-3.05,0.0
5520,2019/2020,6,07/09/2019,1038.0,1353.0,4.0,1.0,0.0,18.0,7.0,4.0,0.0,0.99,130.46,169.0,25.1,3.57,-2.71,0.0
5521,2019/2020,7,07/09/2019,4644.0,5023.0,0.0,13.0,0.0,34.0,20.0,2.0,5.0,26.31,512.53,206.0,24.25,3.33,-3.63,0.0
5522,2019/2020,7,07/09/2019,4705.0,3544.0,0.0,14.0,3.0,31.0,17.0,2.0,4.0,46.8,364.96,185.0,24.06,3.33,-3.33,0.0
5523,2019/2020,7,07/09/2019,5816.0,5477.0,0.0,33.0,2.0,62.0,41.0,2.0,4.0,93.15,595.72,531.0,24.01,3.14,-2.93,0.0
5524,2019/2020,6,07/09/2019,2914.0,3916.0,0.0,20.0,0.0,43.0,33.0,5.0,18.0,70.27,379.15,362.0,23.99,3.39,-3.12,0.0
5525,2019/2020,6,07/09/2019,2896.0,3500.0,0.0,13.0,0.0,22.0,17.0,2.0,6.0,35.0,380.38,179.0,23.82,3.19,-3.39,0.0
5526,2019/2020,7,07/09/2019,5027.0,4970.0,0.0,29.0,7.0,32.0,21.0,1.0,6.0,81.97,595.0,224.0,23.65,3.49,-3.29,0.0
5527,2019/2020,6,07/09/2019,2731.0,3424.0,0.0,13.0,2.0,43.0,22.0,4.0,3.0,34.32,410.09,369.0,23.46,3.38,-3.54,0.0
5528,2019/2020,7,07/09/2019,5651.0,5299.0,0.0,9.0,9.0,31.0,22.0,1.0,5.0,23.46,653.52,288.0,23.05,3.31,-3.13,0.0
5529,2019/2020,7,07/09/2019,5216.0,4587.0,0.0,5.0,1.0,43.0,16.0,1.0,5.0,9.63,445.38,244.0,23.04,3.31,-3.39,0.0
5530,2019/2020,7,07/09/2019,4935.0,3792.0,0.0,15.0,2.0,27.0,15.0,1.0,8.0,36.64,450.37,121.0,22.98,3.5,-3.06,0.0
5531,2019/2020,7,07/09/2019,5143.0,5176.0,0.0,29.0,5.0,43.0,23.0,2.0,4.0,72.96,526.32,278.0,22.8,3.65,-3.11,0.0
5532,2019/2020,7,07/09/2019,5228.0,5632.0,0.0,31.0,5.0,30.0,23.0,0.0,10.0,89.24,592.88,191.0,22.68,3.46,-3.33,0.0
5533,2019/2020,6,07/09/2019,1641.0,1847.0,0.0,6.0,0.0,26.0,13.0,1.0,3.0,12.74,231.8,155.0,22.66,3.42,-3.21,0.0
5534,2019/2020,7,07/09/2019,5459.0,4853.0,0.0,12.0,4.0,24.0,17.0,0.0,1.0,31.99,523.38,155.0,22.42,4.24,-3.8,0.0
5535,2019/2020,6,07/09/2019,1421.0,1584.0,0.0,4.0,0.0,17.0,8.0,0.0,4.0,13.64,176.39,89.0,21.29,3.05,-2.83,0.0
5536,2019/2020,6,07/09/2019,1656.0,1783.0,0.0,10.0,1.0,10.0,7.0,0.0,5.0,33.5,177.85,43.0,21.04,2.8,-3.03,0.0
5537,2019/2020,7,07/09/2019,5402.0,4185.0,0.0,6.0,0.0,28.0,16.0,0.0,5.0,12.52,427.33,99.0,19.98,3.17,-3.27,0.0
5538,2019/2020,7,07/09/2019,5631.0,3798.0,0.0,4.0,0.0,13.0,7.0,0.0,3.0,7.47,383.83,64.0,19.28,2.99,-2.87,0.0
5539,2019/2020,6,07/09/2019,3145.0,2086.0,0.0,5.0,0.0,14.0,12.0,0.0,0.0,12.89,162.54,38.0,18.27,3.23,-3.12,0.0
5540,2019/2020,8,09/09/2019,6171.0,6046.0,86.0,27.0,1.0,67.0,56.0,15.0,27.0,91.39,626.09,706.0,29.92,4.16,-3.33,0.0
5541,2019/2020,8,09/09/2019,6106.0,4845.0,40.0,18.0,3.0,57.0,26.0,5.0,8.0,54.52,507.56,394.0,28.32,4.25,-3.42,0.0
5542,2019/2020,8,09/09/2019,5840.0,5438.0,19.0,28.0,0.0,68.0,29.0,5.0,6.0,81.43,540.99,520.0,27.14,3.37,-2.92,0.0
5543,2019/2020,8,09/09/2019,3243.0,3129.0,5.0,7.0,0.0,31.0,12.0,1.0,3.0,21.39,307.45,127.0,25.51,3.41,-3.15,0.0
5544,2019/2020,8,09/09/2019,6030.0,5639.0,4.0,21.0,1.0,48.0,25.0,1.0,14.0,75.99,574.14,261.0,25.11,3.51,-3.17,0.0
5545,2019/2020,8,09/09/2019,5695.0,5026.0,5.0,15.0,3.0,52.0,22.0,7.0,11.0,42.21,549.49,421.0,25.09,3.64,-2.86,0.0
5546,2019/2020,8,09/09/2019,5337.0,4734.0,0.0,27.0,2.0,55.0,26.0,4.0,6.0,89.11,457.12,317.0,24.62,3.4,-2.8,0.0
5547,2019/2020,8,09/09/2019,5666.0,4869.0,0.0,10.0,4.0,32.0,24.0,2.0,4.0,22.68,505.61,198.0,24.25,3.66,-3.5,0.0
5548,2019/2020,7,09/09/2019,5709.0,3814.0,0.0,23.0,9.0,26.0,9.0,1.0,2.0,63.04,526.98,80.0,24.11,3.69,-3.58,0.0
5549,2019/2020,8,09/09/2019,5730.0,4238.0,0.0,9.0,0.0,31.0,12.0,2.0,8.0,23.53,463.32,135.0,24.01,3.67,-4.65,0.0
5550,2019/2020,8,09/09/2019,6180.0,6325.0,0.0,31.0,6.0,63.0,26.0,1.0,5.0,84.69,610.39,282.0,23.51,3.82,-3.52,0.0
5551,2019/2020,8,09/09/2019,5005.0,5381.0,0.0,39.0,4.0,41.0,30.0,2.0,6.0,128.88,534.5,256.0,23.32,4.04,-3.46,0.0
5552,2019/2020,8,09/09/2019,4176.0,3877.0,0.0,18.0,3.0,34.0,10.0,2.0,5.0,44.66,389.63,188.0,23.19,3.38,-3.25,0.0
5553,2019/2020,8,09/09/2019,5314.0,4742.0,0.0,14.0,0.0,42.0,19.0,1.0,6.0,31.61,485.65,224.0,23.19,3.15,-3.66,0.0
5554,2019/2020,7,09/09/2019,5611.0,4489.0,0.0,32.0,4.0,46.0,25.0,1.0,8.0,101.76,570.82,212.0,22.88,4.04,-3.49,0.0
5555,2019/2020,7,09/09/2019,5826.0,4978.0,0.0,41.0,1.0,42.0,17.0,0.0,10.0,108.61,592.09,201.0,22.1,3.25,-2.95,0.0
5556,2019/2020,7,09/09/2019,5768.0,4746.0,0.0,60.0,0.0,54.0,22.0,0.0,5.0,166.69,508.5,286.0,22.0,4.16,-3.87,0.0
5557,2019/2020,8,09/09/2019,5839.0,5247.0,0.0,11.0,1.0,40.0,3.0,0.0,4.0,27.72,551.13,166.0,21.44,3.29,-2.23,0.0
5558,2019/2020,7,09/09/2019,5707.0,4085.0,0.0,23.0,9.0,25.0,11.0,0.0,6.0,46.73,468.39,90.0,21.41,3.12,-3.12,0.0
5559,2019/2020,8,09/09/2019,4640.0,4103.0,0.0,18.0,6.0,43.0,13.0,0.0,6.0,42.69,456.16,155.0,20.74,3.12,-3.02,0.0
5560,2019/2020,7,09/09/2019,5594.0,3904.0,0.0,16.0,0.0,40.0,31.0,0.0,8.0,35.22,556.91,121.0,20.65,3.86,-3.38,1.0
5561,2019/2020,7,09/09/2019,5735.0,4729.0,0.0,19.0,7.0,33.0,19.0,0.0,10.0,57.35,591.45,135.0,20.54,3.49,-3.63,0.0
5562,2019/2020,8,09/09/2019,5704.0,4123.0,0.0,4.0,0.0,23.0,10.0,0.0,4.0,8.01,395.99,65.0,19.52,3.45,-4.51,0.0
5563,2019/2020,7,09/09/2019,5167.0,4281.0,0.0,40.0,9.0,33.0,25.0,0.0,8.0,120.86,504.39,125.0,19.38,3.31,-3.41,0.0
5564,2019/2020,7,09/09/2019,4495.0,3818.0,0.0,9.0,0.0,14.0,8.0,0.0,0.0,21.99,382.96,44.0,19.33,2.9,-2.82,0.0
5565,2019/2020,7,09/09/2019,5620.0,4181.0,0.0,24.0,8.0,31.0,20.0,0.0,9.0,55.19,533.05,108.0,19.3,3.58,-3.41,1.0
5566,2019/2020,7,09/09/2019,5698.0,4351.0,0.0,26.0,5.0,33.0,18.0,0.0,11.0,70.77,502.37,111.0,19.26,3.14,-4.13,0.0
5567,2019/2020,7,09/09/2019,5555.0,4758.0,0.0,33.0,8.0,32.0,22.0,0.0,12.0,82.08,528.94,112.0,18.39,3.11,-3.06,0.0
5568,2019/2020,7,09/09/2019,5637.0,3627.0,0.0,9.0,0.0,25.0,12.0,0.0,3.0,24.95,383.12,66.0,17.63,3.48,-4.0,0.0
5569,2019/2020,7,10/09/2019,5346.0,5617.0,94.0,38.0,0.0,68.0,60.0,17.0,19.0,127.7,481.37,772.0,29.16,4.42,-4.23,0.0
5570,2019/2020,7,10/09/2019,5025.0,4747.0,44.0,20.0,0.0,51.0,26.0,14.0,9.0,44.95,439.82,535.0,26.55,4.57,-3.3,0.0
5571,2019/2020,7,10/09/2019,5564.0,4645.0,18.0,10.0,8.0,31.0,18.0,9.0,4.0,30.89,521.07,310.0,26.3,3.56,-2.93,0.0
5572,2019/2020,7,10/09/2019,4806.0,4338.0,28.0,8.0,0.0,36.0,18.0,10.0,2.0,24.88,495.28,357.0,26.27,4.08,-3.48,0.0
5573,2019/2020,7,10/09/2019,5491.0,5455.0,23.0,21.0,10.0,45.0,21.0,11.0,10.0,54.68,625.28,427.0,25.92,3.95,-3.06,0.0
5574,2019/2020,7,10/09/2019,5373.0,4943.0,22.0,36.0,10.0,33.0,14.0,10.0,6.0,115.3,536.57,350.0,25.86,3.81,-3.12,0.0
5575,2019/2020,7,10/09/2019,5546.0,5051.0,29.0,26.0,9.0,30.0,17.0,12.0,3.0,70.99,580.31,353.0,25.77,5.14,-4.36,0.0
5576,2019/2020,8,10/09/2019,5890.0,5508.0,5.0,22.0,4.0,46.0,33.0,1.0,15.0,72.86,586.95,331.0,25.38,3.86,-2.96,0.0
5577,2019/2020,7,10/09/2019,5280.0,5524.0,5.0,25.0,7.0,44.0,20.0,11.0,13.0,84.53,553.22,397.0,25.22,4.01,-3.11,0.0
5578,2019/2020,7,10/09/2019,5366.0,5363.0,9.0,22.0,5.0,50.0,23.0,11.0,12.0,70.45,555.96,422.0,25.14,4.42,-3.05,0.0
5579,2019/2020,8,10/09/2019,4016.0,3810.0,0.0,24.0,5.0,43.0,34.0,6.0,5.0,86.25,377.4,314.0,24.92,3.89,-3.36,1.0
5580,2019/2020,7,10/09/2019,5113.0,4300.0,0.0,22.0,5.0,31.0,16.0,11.0,7.0,70.82,452.69,315.0,24.63,3.94,-2.96,0.0
5581,2019/2020,7,10/09/2019,5495.0,4808.0,0.0,39.0,0.0,57.0,27.0,11.0,7.0,118.15,514.19,531.0,24.36,3.86,-3.5,0.0
5582,2019/2020,8,10/09/2019,5779.0,4262.0,0.0,34.0,1.0,38.0,17.0,1.0,2.0,128.85,473.07,188.0,23.74,3.36,-3.03,0.0
5583,2019/2020,7,10/09/2019,4628.0,4086.0,0.0,8.0,8.0,28.0,14.0,9.0,4.0,19.62,371.3,197.0,23.74,0.0,0.0,0.0
5584,2019/2020,8,10/09/2019,5962.0,5227.0,0.0,16.0,3.0,12.0,4.0,1.0,1.0,39.22,527.21,90.0,23.73,3.07,-2.44,0.0
5585,2019/2020,7,10/09/2019,5367.0,3506.0,0.0,11.0,0.0,15.0,13.0,2.0,2.0,23.81,349.28,83.0,23.58,3.69,-3.59,0.0
5586,2019/2020,8,10/09/2019,5001.0,4446.0,0.0,16.0,0.0,24.0,14.0,0.0,2.0,38.37,477.6,145.0,22.45,3.46,-2.85,0.0
5587,2019/2020,8,10/09/2019,4128.0,4031.0,0.0,20.0,4.0,29.0,12.0,0.0,3.0,60.2,373.33,115.0,22.06,3.11,-3.07,0.0
5588,2019/2020,8,10/09/2019,5358.0,5509.0,0.0,19.0,1.0,28.0,16.0,0.0,3.0,60.61,524.14,140.0,22.0,3.57,-3.33,0.0
5589,2019/2020,8,10/09/2019,6462.0,5480.0,0.0,43.0,0.0,55.0,40.0,0.0,11.0,121.07,556.88,311.0,21.89,3.59,-3.73,0.0
5590,2019/2020,8,10/09/2019,5718.0,5214.0,0.0,30.0,1.0,16.0,14.0,0.0,4.0,95.36,508.61,100.0,21.31,3.03,-2.9,1.0
5591,2019/2020,8,10/09/2019,4544.0,4850.0,0.0,20.0,2.0,32.0,29.0,0.0,7.0,65.01,474.39,150.0,20.87,3.15,-2.9,0.0
5592,2019/2020,8,10/09/2019,4733.0,4889.0,0.0,27.0,3.0,19.0,10.0,0.0,1.0,62.01,488.43,97.0,20.83,3.31,-2.5,0.0
5593,2019/2020,8,10/09/2019,4656.0,4212.0,0.0,19.0,2.0,18.0,15.0,0.0,0.0,56.87,410.53,92.0,20.38,3.07,-4.11,0.0
5594,2019/2020,8,10/09/2019,3940.0,3512.0,0.0,9.0,1.0,25.0,10.0,0.0,4.0,23.03,316.35,94.0,20.21,3.29,-3.15,0.0
5595,2019/2020,8,10/09/2019,5251.0,3844.0,0.0,5.0,0.0,26.0,15.0,0.0,3.0,10.53,390.39,87.0,19.24,3.9,-3.42,0.0
5596,2019/2020,7,10/09/2019,5491.0,3396.0,0.0,6.0,0.0,13.0,15.0,0.0,3.0,10.03,487.58,33.0,18.57,3.21,-3.27,0.0
5597,2019/2020,8,10/09/2019,6309.0,3927.0,0.0,6.0,0.0,9.0,10.0,0.0,0.0,11.37,385.32,33.0,17.94,2.91,-2.8,0.0
5598,2019/2020,8,10/09/2019,3426.0,2658.0,0.0,6.0,1.0,5.0,5.0,0.0,1.0,13.32,305.08,19.0,17.82,3.07,-2.43,0.0
5599,2019/2020,8,11/09/2019,3899.0,4918.795617,85.44735588,13.0028585,0.0,57.58408766,29.72081944,14.86040972,7.430204859,34.66190567,471.8180086,798.7470224,28.95,4.02,-3.91,0.0
5600,2019/2020,8,11/09/2019,1776.0,2154.0,4.0,7.0,0.0,24.0,12.0,4.0,5.0,18.11,262.02,198.0,25.1,3.76,-3.08,0.0
5601,2019/2020,8,11/09/2019,1697.0,2337.0,0.0,12.0,0.0,32.0,23.0,3.0,5.0,30.38,245.35,276.0,24.91,3.91,-3.28,0.0
5602,2019/2020,8,11/09/2019,1800.0,2184.719981,7.896805897,6.562972299,0.0,26.62644529,17.28337471,2.908340194,6.360155716,17.36979261,235.205528,186.8675993,24.83,3.84,-3.273333333,0.0
5603,2019/2020,8,11/09/2019,3000.0,2291.411043,0.0,0.0,0.0,4.601226994,9.202453988,0.0,0.0,0.0,272.392638,32.20858896,20.425,3.585,-3.03,0.0
5604,2019/2020,8,11/09/2019,3600.0,4541.591234,78.89471177,12.00571701,0.0,53.16817532,27.44163888,13.72081944,6.860409719,32.00381134,435.6360172,737.4940448,27.635,3.775,-3.665,0.0
5605,2019/2020,8,11/09/2019,3000.0,3701.450026,0.0,15.53599171,0.0,43.5007768,27.96478509,2.330398757,6.991196271,50.63956499,374.8990161,288.9694459,25.71,3.645,-3.25,0.0
5606,2019/2020,8,11/09/2019,3000.0,3642.543195,16.36363636,10.49526858,0.0,46.29584295,33.07330163,3.892472106,11.67741632,28.12887341,366.7131444,299.9392684,24.695,3.88,-3.37,0.0
